lbr_σ,rbr_σ,th_α,nIntervals,Power,Power_SDE,TypeI,TypeI_SDE
-2.5,5.6,0.3,6,0.0988,0.004219918482624991,0.5974,0.006935607255316581
-3.5,5.7,0.3,6,0.9264,0.003692777816224529,0.0806,0.0038497698632515686
-3.4,5.7,0.3,6,0.8696,0.00476226500732582,0.0528,0.003162662169755094
-3.3,5.7,0.3,6,0.7958,0.005700918522483899,0.055,0.0032241277890307017
-3.2,5.7,0.3,6,0.7192,0.006355334137557207,0.0714,0.0036414843127494045
-3.1,5.7,0.3,6,0.6002,0.0069276252785496414,0.1116,0.004452986413632991
-3.0,5.7,0.3,6,0.4822,0.007066585597019256,0.1616,0.0052054863365491606
-2.9,5.7,0.3,6,0.3774,0.006855205905003875,0.2358,0.006003305089698508
-2.8,5.7,0.3,6,0.2604,0.006206316782118038,0.3228,0.006612112521728589
-2.7,5.7,0.3,6,0.1736,0.005356548142227418,0.4296,0.007000626257700092
-2.6,5.7,0.3,6,0.1074,0.00437870391782774,0.5536,0.00703032061857779
-2.5,5.7,0.3,6,0.0774,0.0037791332339572256,0.6502,0.006744478630702302
-3.5,5.8,0.3,6,0.8924,0.00438228798688539,0.0568,0.0032733395790843335
-3.4,5.8,0.3,6,0.8226,0.005402392803193785,0.0466,0.002980887116279313
-3.3,5.8,0.3,6,0.7408,0.006197021219908804,0.0628,0.0034309229079068507
-3.2,5.8,0.3,6,0.627,0.006839166615896998,0.0926,0.0040993960530790385
-3.1,5.8,0.3,6,0.5148,0.007067969439662285,0.1364,0.004853762252109183
-3.0,5.8,0.3,6,0.4028,0.006936168394726299,0.2136,0.005796120081571809
-2.9,5.8,0.3,6,0.3076,0.006526595437132594,0.2784,0.006338666105735496
-2.8,5.8,0.3,6,0.2074,0.005733851061895486,0.396,0.00691641525647499
-2.7,5.8,0.3,6,0.138,0.0048776223716068875,0.4888,0.007069293599787747
-2.6,5.8,0.3,6,0.0894,0.004035037546293714,0.6168,0.006875431041032991
-2.5,5.8,0.3,6,0.0572,0.0032841485959073167,0.711,0.006410600595888033
-3.5,5.9,0.3,6,0.848,0.005077322128839178,0.0476,0.0030111207215918795
-3.4,5.9,0.3,6,0.7572,0.006063796830369566,0.052,0.003139936305086458
-3.3,5.9,0.3,6,0.6756,0.006620644077429325,0.0732,0.0036835243992676364
-3.2,5.9,0.3,6,0.5544,0.0070290915486995904,0.1174,0.004552301395997414
-3.1,5.9,0.3,6,0.4382,0.007016847725296595,0.1702,0.005314733483440162
-3.0,5.9,0.3,6,0.345,0.006722722662731224,0.2528,0.006146416191570499
-2.9,5.9,0.3,6,0.2308,0.0059587139552087914,0.3466,0.006730058543578948
-2.8,5.9,0.3,6,0.155,0.005118105118107678,0.4494,0.007034765667739047
-2.7,5.9,0.3,6,0.106,0.0043534813655280525,0.5632,0.007014353284515972
-2.6,5.9,0.3,6,0.0646,0.003476401587849137,0.6706,0.006646738147392298
-2.5,5.9,0.3,6,0.0486,0.0030409879973455995,0.7546,0.006085701931576997
-3.5,6.0,0.3,6,0.7936,0.005723618435919711,0.0522,0.003145636978419474
-3.4,6.0,0.3,6,0.704,0.0064557571205862445,0.063,0.0034360151338432726
-3.3,6.0,0.3,6,0.5936,0.006946064209320268,0.0922,0.004091433978448143
-3.2,6.0,0.3,6,0.4904,0.007069764352508505,0.151,0.005063575811617715
-3.1,6.0,0.3,6,0.3594,0.0067857444691058035,0.2158,0.005817737704640868
-3.0,6.0,0.3,6,0.273,0.006300333324515458,0.2956,0.006453226169909125
-2.9,6.0,0.3,6,0.1818,0.005454333323147752,0.4088,0.006952446475881709
-2.8,6.0,0.3,6,0.1172,0.0045489374583522245,0.5078,0.007070207351980562
-2.7,6.0,0.3,6,0.083,0.003901563789046644,0.5948,0.006942808653563772
-2.6,6.0,0.3,6,0.06,0.0033585711247493327,0.7156,0.006379915986907664
-2.5,6.0,0.3,6,0.0518,0.003134222710657301,0.79,0.005760208329565867
-3.5,6.1,0.3,6,0.7344,0.006245904898411438,0.0582,0.003310974478911005
-3.4,6.1,0.3,6,0.6328,0.006817098503028983,0.0808,0.003854124024989336
-3.3,6.1,0.3,6,0.5242,0.007062780755481512,0.1184,0.004569057670898891
-3.2,6.1,0.3,6,0.408,0.006950338121271511,0.1848,0.005489061121904182
-3.1,6.1,0.3,6,0.2874,0.006400019374970672,0.2692,0.006272660679488409
-3.0,6.1,0.3,6,0.2116,0.005776252072061953,0.3562,0.006772319543553744
-2.9,6.1,0.3,6,0.1474,0.005013446718575954,0.4596,0.007047947786412723
-2.8,6.1,0.3,6,0.0938,0.004123143461001569,0.571,0.0069994142612078624
-2.7,6.1,0.3,6,0.0636,0.0034512328232097008,0.6622,0.006688664440678722
-2.6,6.1,0.3,6,0.0488,0.00304691844328003,0.7574,0.0060620993063459465
-2.5,6.1,0.3,6,0.0636,0.0034512328232097008,0.8336,0.005267087240591331
-3.5,6.2,0.3,6,0.6648,0.006675941281946689,0.0728,0.003674238968820618
-3.4,6.2,0.3,6,0.5532,0.0070309282459715084,0.1004,0.004250172702373399
-3.3,6.2,0.3,6,0.4466,0.007030625007778469,0.1528,0.005088264144086861
-3.2,6.2,0.3,6,0.341,0.006704013723136313,0.2256,0.005911085179558826
-3.1,6.2,0.3,6,0.2422,0.006058698870219579,0.3004,0.006483206614014395
-3.0,6.2,0.3,6,0.1724,0.0053418768237390125,0.4068,0.006947139843129689
-2.9,6.2,0.3,6,0.1114,0.004449495252273004,0.5038,0.007070863596478156
-2.8,6.2,0.3,6,0.0694,0.003593984974926857,0.6088,0.006901631111556166
-2.7,6.2,0.3,6,0.0626,0.003425820777565575,0.7182,0.0063622128225956105
-2.6,6.2,0.3,6,0.0452,0.0029379230759160454,0.794,0.005719510468562847
-2.5,6.2,0.3,6,0.0692,0.003589188209052292,0.8548,0.004982307898956065
-3.5,6.3,0.3,6,0.586,0.006965687331484238,0.0884,0.004014609320967608
-3.4,6.3,0.3,6,0.4876,0.007068892982638794,0.1262,0.004696244457010303
-3.3,6.3,0.3,6,0.3818,0.006870644220158689,0.1898,0.005545736380319569
-3.2,6.3,0.3,6,0.2874,0.006400019374970672,0.2726,0.006297447736980435
-3.1,6.3,0.3,6,0.1858,0.005500515612194915,0.3548,0.006766342586656398
-3.0,6.3,0.3,6,0.123,0.004644803548052382,0.4586,0.007046787069296192
-2.9,6.3,0.3,6,0.0838,0.003918610978395278,0.5686,0.007004199311841433
-2.8,6.3,0.3,6,0.0618,0.0034053123204781086,0.6534,0.006730058543578948
-2.7,6.3,0.3,6,0.0508,0.0031054584202658392,0.7642,0.006003305089698508
-2.6,6.3,0.3,6,0.0588,0.0033269373303385203,0.8294,0.005319692472314541
-2.5,6.3,0.3,6,0.0864,0.003973286800622376,0.8846,0.004518469652437647
-3.5,6.4,0.3,6,0.5452,0.007042115591212629,0.1018,0.004276371358991172
-3.4,6.4,0.3,6,0.4174,0.006973911958148023,0.1668,0.005272148708069605
-3.3,6.4,0.3,6,0.3066,0.006520681559469071,0.2216,0.005873558376316694
-3.2,6.4,0.3,6,0.2224,0.0058811264227186955,0.3082,0.006530126491883599
-3.1,6.4,0.3,6,0.157,0.005144919824448191,0.4134,0.0069642004566209895
-3.0,6.4,0.3,6,0.1032,0.004302319374476981,0.52,0.007065408693062277
-2.9,6.4,0.3,6,0.072,0.003655571090814676,0.612,0.00689138592737339
-2.8,6.4,0.3,6,0.0518,0.003134222710657301,0.7082,0.006428884195566132
-2.7,6.4,0.3,6,0.0546,0.003213062090903318,0.7998,0.005658974465395652
-2.6,6.4,0.3,6,0.0716,0.0036461881465442783,0.8588,0.004924683949249942
-2.5,6.4,0.3,6,0.1074,0.00437870391782774,0.9106,0.004035037546293715
-3.5,6.5,0.3,6,0.449,0.007034187941759872,0.137,0.004862735855462437
-3.4,6.5,0.3,6,0.3482,0.0067373104426024484,0.1888,0.0055345200333904295
-3.3,6.5,0.3,6,0.2592,0.006197021219908804,0.2726,0.006297447736980435
-3.2,6.5,0.3,6,0.1822,0.005458995511996689,0.3754,0.006847990070086259
-3.1,6.5,0.3,6,0.115,0.004511651582292232,0.4534,0.007040290334922275
-3.0,6.5,0.3,6,0.0754,0.0037340283876799866,0.5662,0.007008816733229654
-2.9,6.5,0.3,6,0.0534,0.0031795735563122296,0.6642,0.006678897513811692
-2.8,6.5,0.3,6,0.0494,0.003064625262572897,0.7662,0.005985608740971966
-2.7,6.5,0.3,6,0.0632,0.0034410974993452307,0.821,0.005421420478066611
-2.6,6.5,0.3,6,0.0834,0.00391010076596499,0.8906,0.004414332112562444
-2.5,6.5,0.3,6,0.129,0.004740443017271698,0.9272,0.0036742389688206177
-3.5,5.5,0.4,6,0.9328,0.0035407389059347494,0.0698,0.003603552691442155
-3.4,5.5,0.4,6,0.8816,0.00456905767089889,0.0498,0.0030763601869742106
-3.3,5.5,0.4,6,0.8132,0.005511910013779252,0.053,0.003168311853337673
-3.2,5.5,0.4,6,0.7208,0.006344247157858843,0.073,0.0036788857008610634
-3.1,5.5,0.4,6,0.5992,0.0069305030120475385,0.1104,0.004431971119039473
-3.0,5.5,0.4,6,0.4878,0.007068962583010325,0.1764,0.005390418165597174
-2.9,5.5,0.4,6,0.3756,0.006848717252157516,0.2502,0.006125356479422238
-2.8,5.5,0.4,6,0.269,0.006271188085203632,0.3538,0.006762034605057859
-2.7,5.5,0.4,6,0.1728,0.005346777721207419,0.4616,0.00705018354371005
-2.6,5.5,0.4,6,0.1132,0.004480753508060893,0.571,0.0069994142612078624
-2.5,5.5,0.4,6,0.0716,0.0036461881465442783,0.6788,0.006603492409324024
-3.5,5.6,0.4,6,0.8982,0.004276371358991172,0.0558,0.003246116448927857
-3.4,5.6,0.4,6,0.8266,0.0053541094497591285,0.0438,0.0028941858958954243
-3.3,5.6,0.4,6,0.7464,0.006152837394243407,0.0656,0.0035013323178470224
-3.2,5.6,0.4,6,0.6322,0.0068194304747537385,0.0954,0.004154487694048449
-3.1,5.6,0.4,6,0.5146,0.007068052631382989,0.1562,0.005134229445593564
-3.0,5.6,0.4,6,0.3966,0.006918214220447355,0.2304,0.005955095968999996
-2.9,5.6,0.4,6,0.2878,0.006402673816461369,0.3124,0.006554483045977005
-2.8,5.6,0.4,6,0.2054,0.005713332477635097,0.4166,0.006972007458401059
-2.7,5.6,0.4,6,0.1254,0.0046834781946754065,0.5194,0.00706574327300391
-2.6,5.6,0.4,6,0.0838,0.003918610978395278,0.6418,0.006780748631235345
-2.5,5.6,0.4,6,0.0572,0.0032841485959073167,0.7208,0.006344247157858843
-3.5,5.7,0.4,6,0.8592,0.004918848645770675,0.0516,0.0031284961243383375
-3.4,5.7,0.4,6,0.769,0.005960520111533892,0.054,0.003196372944448129
-3.3,5.7,0.4,6,0.6648,0.006675941281946689,0.0788,0.003810264032846018
-3.2,5.7,0.4,6,0.5596,0.0070206529610856,0.1224,0.004635045630843347
-3.1,5.7,0.4,6,0.4482,0.007033018697543751,0.1894,0.005541256897130831
-3.0,5.7,0.4,6,0.3302,0.006650833932673406,0.2806,0.0063539537297654285
-2.9,5.7,0.4,6,0.2346,0.005992709570803511,0.3778,0.006856634159702558
-2.8,5.7,0.4,6,0.16,0.0051845925587262875,0.4642,0.007052919395541112
-2.7,5.7,0.4,6,0.0994,0.004231303345306266,0.5782,0.006984049828000943
-2.6,5.7,0.4,6,0.0616,0.0034001599962354715,0.685,0.0065692465321374564
-2.5,5.7,0.4,6,0.0512,0.0031170036894427955,0.7712,0.005940548122858698
-3.5,5.8,0.4,6,0.813,0.005514181716265797,0.0558,0.003246116448927857
-3.4,5.8,0.4,6,0.7136,0.00639335655192169,0.063,0.0034360151338432726
-3.3,5.8,0.4,6,0.597,0.006936728335461898,0.1058,0.00434985884828462
-3.2,5.8,0.4,6,0.4752,0.007062364476575816,0.163,0.005223619434836347
-3.1,5.8,0.4,6,0.3682,0.006820978815390061,0.2284,0.005936892116250724
-3.0,5.8,0.4,6,0.26,0.0062032249677083295,0.3422,0.006709681959675883
-2.9,5.8,0.4,6,0.181,0.005444979338803775,0.4272,0.006995715260071696
-2.8,5.8,0.4,6,0.1166,0.004538820110998011,0.5362,0.007052511042174979
-2.7,5.8,0.4,6,0.0756,0.0037385729897916934,0.6576,0.006710622027800404
-2.6,5.8,0.4,6,0.051,0.003111237695837462,0.7386,0.006214017058232138
-2.5,5.8,0.4,6,0.0524,0.003151324800778238,0.8196,0.005437937844440666
-3.5,5.9,0.4,6,0.7312,0.006269713869069306,0.0604,0.0033690307211422105
-3.4,5.9,0.4,6,0.6266,0.006840649676748547,0.0852,0.003948188445350601
-3.3,5.9,0.4,6,0.5034,0.007070904326887757,0.1364,0.004853762252109183
-3.2,5.9,0.4,6,0.4064,0.006946064209320268,0.208,0.005739965156688671
-3.1,5.9,0.4,6,0.304,0.006505136432081959,0.3002,0.006481974390569589
-3.0,5.9,0.4,6,0.1986,0.0056419507264775,0.3932,0.006907876084586347
-2.9,5.9,0.4,6,0.1324,0.004793125076607119,0.4806,0.00706574327300391
-2.8,5.9,0.4,6,0.0816,0.003871471038248898,0.6034,0.006918214220447355
-2.7,5.9,0.4,6,0.0518,0.003134222710657301,0.6962,0.006503930503933756
-2.6,5.9,0.4,6,0.0512,0.0031170036894427955,0.7948,0.005711268860769908
-2.5,5.9,0.4,6,0.062,0.003410454515163631,0.8514,0.0050302691776882074
-3.5,6.0,0.4,6,0.6676,0.006661985289686551,0.0828,0.0038972852089627723
-3.4,6.0,0.4,6,0.549,0.007037030623778754,0.1152,0.004515062790261061
-3.3,6.0,0.4,6,0.4392,0.007018594731140985,0.1716,0.0053320435107001895
-3.2,6.0,0.4,6,0.3288,0.006643652007743933,0.2386,0.006027769736809793
-3.1,6.0,0.4,6,0.2302,0.005953284135668312,0.333,0.006664998124530869
-3.0,6.0,0.4,6,0.149,0.005035851467229747,0.4508,0.007036751523252757
-2.9,6.0,0.4,6,0.1022,0.004283810453323069,0.5628,0.007015071774401172
-2.8,6.0,0.4,6,0.07,0.003608323710533743,0.6462,0.006762034605057859
-2.7,6.0,0.4,6,0.0468,0.0029869636757081596,0.7484,0.006136732681158599
-2.6,6.0,0.4,6,0.056,0.003251584229264252,0.8208,0.005423787606461006
-2.5,6.0,0.4,6,0.0768,0.0037656808149390463,0.8794,0.004605554038332414
-3.5,6.1,0.4,6,0.5886,0.006959167191553886,0.098,0.004204664076950738
-3.4,6.1,0.4,6,0.463,0.007051680650738517,0.152,0.005077322128839178
-3.3,6.1,0.4,6,0.363,0.006800455867072442,0.2112,0.005772253632681086
-3.2,6.1,0.4,6,0.2586,0.006192350765258699,0.3092,0.006535982864114624
-3.1,6.1,0.4,6,0.1782,0.005411926828773649,0.4166,0.006972007458401059
-3.0,6.1,0.4,6,0.1172,0.0045489374583522245,0.5046,0.00707076855794333
-2.9,6.1,0.4,6,0.0754,0.0037340283876799866,0.6134,0.006886805355170131
-2.8,6.1,0.4,6,0.051,0.003111237695837462,0.7028,0.006463314320068304
-2.7,6.1,0.4,6,0.0486,0.0030409879973455995,0.7968,0.0056905142122658835
-2.6,6.1,0.4,6,0.0624,0.0034207086985009404,0.859,0.00492176797502686
-2.5,6.1,0.4,6,0.0988,0.004219918482624991,0.904,0.004166149301213291
-3.5,6.2,0.4,6,0.505,0.007070714249635605,0.125,0.004677071733467427
-3.4,6.2,0.4,6,0.3864,0.006886146091973361,0.1792,0.005423787606461005
-3.3,6.2,0.4,6,0.295,0.006449418578445657,0.2656,0.006245904898411438
-3.2,6.2,0.4,6,0.206,0.005719510468562847,0.3486,0.0067391103270387255
-3.1,6.2,0.4,6,0.1332,0.004805366999512108,0.4734,0.007061054312211456
-3.0,6.2,0.4,6,0.0872,0.0039898912265875115,0.5656,0.007009944935589723
-2.9,6.2,0.4,6,0.0638,0.0034562858678066546,0.6624,0.006687693772893613
-2.8,6.2,0.4,6,0.0468,0.0029869636757081596,0.7488,0.006133491012465902
-2.7,6.2,0.4,6,0.0552,0.0032296427046966045,0.824,0.005385610457506187
-2.6,6.2,0.4,6,0.0878,0.004002278351139511,0.8846,0.004518469652437647
-2.5,6.2,0.4,6,0.1218,0.004625251560726184,0.9248,0.003729476102618169
-3.5,6.3,0.4,6,0.4174,0.006973911958148023,0.1672,0.005277199257181786
-3.4,6.3,0.4,6,0.322,0.006607813556691804,0.2208,0.005865958745166897
-3.3,6.3,0.4,6,0.2282,0.0059350612465247565,0.3236,0.006616389347672944
-3.2,6.3,0.4,6,0.1628,0.005221037444799645,0.4092,0.006953493510459329
-3.1,6.3,0.4,6,0.0936,0.004119199922315012,0.5288,0.007059328013345179
-3.0,6.3,0.4,6,0.068,0.003560224712009061,0.6194,0.006866493136965914
-2.9,6.3,0.4,6,0.0572,0.0032841485959073167,0.7256,0.006310382555756822
-2.8,6.3,0.4,6,0.0538,0.0031907854832313627,0.7976,0.005682151705120165
-2.7,6.3,0.4,6,0.0728,0.003674238968820618,0.8608,0.004895372508808701
-2.6,6.3,0.4,6,0.1076,0.00438228798688539,0.9052,0.004142775880976426
-2.5,6.3,0.4,6,0.1642,0.005239052586107531,0.947,0.0031683118533376744
-3.5,6.4,0.4,6,0.359,0.006784084315513774,0.1918,0.005567993534479005
-3.4,6.4,0.4,6,0.2398,0.006038144748182176,0.269,0.006271188085203632
-3.3,6.4,0.4,6,0.1702,0.005314733483440162,0.3662,0.006813186625948243
-3.2,6.4,0.4,6,0.121,0.004612136164512058,0.4652,0.007053920328441483
-3.1,6.4,0.4,6,0.072,0.003655571090814676,0.578,0.006984497118619207
-3.0,6.4,0.4,6,0.0572,0.0032841485959073167,0.6708,0.006645710797198446
-2.9,6.4,0.4,6,0.0524,0.003151324800778238,0.7576,0.006060399986799551
-2.8,6.4,0.4,6,0.0652,0.0034913882625683436,0.8386,0.0052028845845357745
-2.7,6.4,0.4,6,0.094,0.00412708129311745,0.8856,0.004501391784770572
-2.6,6.4,0.4,6,0.1372,0.004865720090592963,0.9268,0.0036835243992676373
-2.5,6.4,0.4,6,0.2022,0.005680055633530362,0.959,0.0028042467794400705
-3.5,6.5,0.4,6,0.2888,0.006409283267261637,0.2404,0.006043307703567642
-3.4,6.5,0.4,6,0.205,0.005709203096755273,0.3316,0.006657949233810663
-3.3,6.5,0.4,6,0.1294,0.004746696535486548,0.4282,0.006997781934298896
-3.2,6.5,0.4,6,0.0882,0.00401050520508327,0.5354,0.007053323188398501
-3.1,6.5,0.4,6,0.0636,0.0034512328232097008,0.6382,0.006795597986932423
-3.0,6.5,0.4,6,0.0558,0.003246116448927857,0.7228,0.0063302473885307195
-2.9,6.5,0.4,6,0.057,0.0032787497617232093,0.79,0.005760208329565867
-2.8,6.5,0.4,6,0.0778,0.003788064413391092,0.851,0.005035851467229748
-2.7,6.5,0.4,6,0.1132,0.004480753508060893,0.9104,0.004039104851325353
-2.6,6.5,0.4,6,0.163,0.005223619434836347,0.9432,0.0032733395790843322
-2.5,6.5,0.4,6,0.2426,0.0060620993063459465,0.964,0.002634539808012019
-3.5,5.5,0.5,6,0.8682,0.004783905517461649,0.0422,0.0028432080472592927
-3.4,5.5,0.5,6,0.7952,0.005707135183259636,0.0538,0.0031907854832313627
-3.3,5.5,0.5,6,0.7102,0.006415854736510171,0.082,0.0038801030914139382
-3.2,5.5,0.5,6,0.5726,0.006996130930735931,0.1282,0.004727890861684521
-3.1,5.5,0.5,6,0.4698,0.007058157833315999,0.1892,0.005539013630602474
-3.0,5.5,0.5,6,0.3424,0.006710622027800404,0.281,0.006356712987071227
-2.9,5.5,0.5,6,0.2356,0.006001543801389772,0.3762,0.006850891328871011
-2.8,5.5,0.5,6,0.1534,0.005096438756622118,0.4914,0.0070700217821446625
-2.7,5.5,0.5,6,0.099,0.004223718740636029,0.5994,0.006929929869775018
-2.6,5.5,0.5,6,0.0672,0.003540738905934748,0.7068,0.006437915190494513
-2.5,5.5,0.5,6,0.0482,0.0030290843500965763,0.7814,0.005844895892999293
-3.5,5.6,0.5,6,0.8164,0.005475235885329508,0.0526,0.003156999841621789
-3.4,5.6,0.5,6,0.724,0.006321771903509332,0.0666,0.003526030062265494
-3.3,5.6,0.5,6,0.616,0.006878139283265497,0.109,0.004407244036810306
-3.2,5.6,0.5,6,0.5042,0.007070818340192315,0.165,0.005249285665688237
-3.1,5.6,0.5,6,0.3812,0.006868574233419917,0.2462,0.0060923814719697255
-3.0,5.6,0.5,6,0.2578,0.006186099902200093,0.3562,0.006772319543553744
-2.9,5.6,0.5,6,0.1836,0.005475235885329508,0.4468,0.0070309282459715084
-2.8,5.6,0.5,6,0.1124,0.004466905864242048,0.5548,0.007028470103799262
-2.7,5.6,0.5,6,0.072,0.003655571090814676,0.6698,0.0066508339326734065
-2.6,5.6,0.5,6,0.0506,0.0030996657884359083,0.7594,0.006045025061982787
-2.5,5.6,0.5,6,0.0552,0.0032296427046966045,0.8288,0.005327111036950516
-3.5,5.7,0.5,6,0.752,0.00610730709887754,0.0594,0.0033428024171344617
-3.4,5.7,0.5,6,0.6476,0.006755949082105341,0.0896,0.004039104851325353
-3.3,5.7,0.5,6,0.5322,0.007056389445034904,0.1448,0.004976604464893709
-3.2,5.7,0.5,6,0.4072,0.006948210704922527,0.2156,0.0058157826644399295
-3.1,5.7,0.5,6,0.294,0.006443042759442156,0.3052,0.006512341514386358
-3.0,5.7,0.5,6,0.21,0.005760208329565867,0.4006,0.006929929869775018
-2.9,5.7,0.5,6,0.139,0.004892422712726283,0.502,0.0070710112430967045
-2.8,5.7,0.5,6,0.0884,0.004014609320967608,0.6236,0.006851613532592159
-2.7,5.7,0.5,6,0.0608,0.0033794484757131596,0.722,0.0063358661602025655
-2.6,5.7,0.5,6,0.0494,0.003064625262572897,0.7966,0.005692599406246676
-2.5,5.7,0.5,6,0.062,0.003410454515163631,0.8696,0.00476226500732582
-3.5,5.8,0.5,6,0.6758,0.006619582464174006,0.078,0.0037925189518313554
-3.4,5.8,0.5,6,0.5752,0.006990636022566187,0.1204,0.004602256837683008
-3.3,5.8,0.5,6,0.4442,0.0070268963276826565,0.1856,0.00549822953322249
-3.2,5.8,0.5,6,0.3308,0.0066538914929535785,0.267,0.006256372751043531
-3.1,5.8,0.5,6,0.2338,0.005985608740971966,0.3672,0.006817098503028983
-3.0,5.8,0.5,6,0.1564,0.005136906462064498,0.468,0.007056571405434795
-2.9,5.8,0.5,6,0.0916,0.00407944702134983,0.573,0.006995298421082549
-2.8,5.8,0.5,6,0.0636,0.0034512328232097008,0.6792,0.006601323503661974
-2.7,5.8,0.5,6,0.0506,0.0030996657884359083,0.7706,0.005946017827083939
-2.6,5.8,0.5,6,0.053,0.003168311853337673,0.832,0.005287267725394658
-2.5,5.8,0.5,6,0.0792,0.0038190930860611395,0.8978,0.004283810453323068
-3.5,5.9,0.5,6,0.5966,0.006937844622071036,0.1056,0.0043462314710562755
-3.4,5.9,0.5,6,0.4814,0.007066173504804421,0.1574,0.005150247372699685
-3.3,5.9,0.5,6,0.3696,0.006826358326369925,0.2196,0.0058544998078401194
-3.2,5.9,0.5,6,0.2566,0.006176672890804563,0.3242,0.006619582464174005
-3.1,5.9,0.5,6,0.178,0.005409547115979303,0.4202,0.006980429213164474
-3.0,5.9,0.5,6,0.1172,0.0045489374583522245,0.5312,0.007057287864328619
-2.9,5.9,0.5,6,0.0716,0.0036461881465442783,0.6388,0.006793151845792937
-2.8,5.9,0.5,6,0.053,0.003168311853337673,0.7274,0.006297447736980434
-2.7,5.9,0.5,6,0.0476,0.0030111207215918795,0.7988,0.005669542485950697
-2.6,5.9,0.5,6,0.0722,0.0036602502646677043,0.8752,0.004673862642397613
-2.5,5.9,0.5,6,0.1028,0.0042949309656850135,0.9168,0.0039058356340225084
-3.5,6.0,0.5,6,0.5142,0.0070682156164056,0.137,0.004862735855462437
-3.4,6.0,0.5,6,0.4016,0.006932783567947294,0.1992,0.005648351263864527
-3.3,6.0,0.5,6,0.2918,0.006428884195566132,0.2814,0.0063594660153192106
-3.2,6.0,0.5,6,0.1984,0.00563981276284949,0.376,0.006850167881154447
-3.1,6.0,0.5,6,0.1336,0.004811466304568701,0.491,0.007069922206078367
-3.0,6.0,0.5,6,0.087,0.003985749615818836,0.5816,0.006976266049972578
-2.9,6.0,0.5,6,0.062,0.003410454515163631,0.6888,0.006547588258282587
-2.8,6.0,0.5,6,0.0512,0.0031170036894427955,0.7808,0.005850664235794086
-2.7,6.0,0.5,6,0.0636,0.0034512328232097008,0.8516,0.005027473321659698
-2.6,6.0,0.5,6,0.0826,0.0038929998715643444,0.9014,0.00421611290171409
-2.5,6.0,0.5,6,0.1378,0.00487465198757819,0.9356,0.0034713870426675273
-3.5,6.1,0.5,6,0.4314,0.007004199311841433,0.1726,0.005344328582712706
-3.4,6.1,0.5,6,0.3068,0.006521867217292913,0.2554,0.006167184771028025
-3.3,6.1,0.5,6,0.2178,0.005837176714816847,0.3352,0.006675941281946689
-3.2,6.1,0.5,6,0.1542,0.005107295957745155,0.4428,0.007024644617345421
-3.1,6.1,0.5,6,0.099,0.004223718740636029,0.553,0.0070312303333058285
-3.0,6.1,0.5,6,0.0646,0.003476401587849137,0.6472,0.006757694281335906
-2.9,6.1,0.5,6,0.0582,0.003310974478911005,0.7478,0.006141582206565341
-2.8,6.1,0.5,6,0.0516,0.0031284961243383375,0.813,0.005514181716265797
-2.7,6.1,0.5,6,0.0784,0.0038014060556588796,0.8864,0.004487650610285966
-2.6,6.1,0.5,6,0.1166,0.004538820110998011,0.9216,0.0038014060556588796
-2.5,6.1,0.5,6,0.1716,0.0053320435107001895,0.955,0.0029317230428538106
-3.5,6.2,0.5,6,0.353,0.006758564936434361,0.2108,0.005768246874051075
-3.4,6.2,0.5,6,0.258,0.006187665149311169,0.298,0.006468322811981479
-3.3,6.2,0.5,6,0.1756,0.005380792506685237,0.3856,0.006883496785791361
-3.2,6.2,0.5,6,0.1118,0.0044564730449089445,0.5034,0.007070904326887757
-3.1,6.2,0.5,6,0.0748,0.0037203483707846504,0.6046,0.006914605411735365
-3.0,6.2,0.5,6,0.0512,0.0031170036894427955,0.7104,0.006414543475571742
-2.9,6.2,0.5,6,0.0532,0.003173948959892077,0.7878,0.00578223417028401
-2.8,6.2,0.5,6,0.0698,0.003603552691442155,0.8546,0.0049851547618905475
-2.7,6.2,0.5,6,0.0948,0.004142775880976426,0.8988,0.004265174322346039
-2.6,6.2,0.5,6,0.147,0.005007813894305578,0.9454,0.003213062090903317
-2.5,6.2,0.5,6,0.2238,0.005894294868769291,0.9662,0.0025556822963741033
-3.5,6.3,0.5,6,0.2816,0.006360840196074729,0.2592,0.006197021219908804
-3.4,6.3,0.5,6,0.2064,0.005723618435919711,0.3552,0.006768056737350834
-3.3,6.3,0.5,6,0.1256,0.004686675580835524,0.456,0.007043635424977645
-3.2,6.3,0.5,6,0.086,0.0039649464056907505,0.574,0.006993196693930466
-3.1,6.3,0.5,6,0.055,0.0032241277890307017,0.665,0.006674953183356419
-3.0,6.3,0.5,6,0.05,0.0030822070014844883,0.7496,0.006126986861418914
-2.9,6.3,0.5,6,0.0632,0.0034410974993452307,0.83,0.005312249994117371
-2.8,6.3,0.5,6,0.0888,0.0040227990255542224,0.8742,0.004689869081328391
-2.7,6.3,0.5,6,0.1366,0.004856756942652164,0.9224,0.003783602516121375
-2.6,6.3,0.5,6,0.2052,0.005711268860769908,0.9584,0.0028238073588685176
-2.5,6.3,0.5,6,0.272,0.006293107340575084,0.9744,0.0022335908309267373
-3.5,6.4,0.5,6,0.217,0.005829425357614591,0.3226,0.006611039857692585
-3.4,6.4,0.5,6,0.1504,0.005055291089541729,0.419,0.006977664365674233
-3.3,6.4,0.5,6,0.092,0.004087444189221426,0.5168,0.00706707520831638
-3.2,6.4,0.5,6,0.0594,0.0033428024171344617,0.6256,0.006844335468107915
