lbr_σ,rbr_σ,th_σ,nIntervals,Power,Power_SDE,TypeI,TypeI_SDE
1.0,0.8,0.4,7,0.4128,0.006962702923434261,0.0506,0.0030996657884359083
0.0,1.0,0.4,7,0.6022,0.006921779539973806,0.0464,0.0029747954551531774
0.2,1.0,0.4,7,0.5808,0.006978128115762852,0.0492,0.0030587369942510585
0.4,1.0,0.4,7,0.5408,0.007047486927976525,0.0534,0.0031795735563122296
0.6,1.0,0.4,7,0.5038,0.007070863596478156,0.0502,0.003088040155179333
0.8,1.0,0.4,7,0.4586,0.007046787069296192,0.047,0.002993025225419926
1.0,1.0,0.4,7,0.4098,0.006955055139968338,0.0546,0.003213062090903318
0.0,0.0,0.6,7,0.5816,0.006976266049972578,0.0522,0.003145636978419474
0.2,0.0,0.6,7,0.5848,0.006968629133480989,0.0538,0.0031907854832313627
0.4,0.0,0.6,7,0.556,0.007026578114559035,0.0552,0.0032296427046966045
0.6,0.0,0.6,7,0.5282,0.007059812462098409,0.0498,0.0030763601869742106
0.8,0.0,0.6,7,0.487,0.007068677386894949,0.0536,0.003185185708871619
1.0,0.0,0.6,7,0.4296,0.007000626257700092,0.0506,0.0030996657884359083
0.0,0.2,0.6,7,0.5914,0.00695192117331605,0.0512,0.0031170036894427955
0.2,0.2,0.6,7,0.5902,0.006955055139968338,0.0462,0.002968688599365046
0.4,0.2,0.6,7,0.55,0.007035623639735144,0.048,0.0030231109804305894
0.6,0.2,0.6,7,0.521,0.007064828377250222,0.0438,0.0028941858958954243
0.8,0.2,0.6,7,0.4772,0.007063712338423756,0.051,0.003111237695837462
1.0,0.2,0.6,7,0.4344,0.007009944935589723,0.0512,0.0031170036894427955
0.0,0.4,0.6,7,0.5778,0.006984943235273999,0.0476,0.0030111207215918795
0.2,0.4,0.6,7,0.5734,0.006994461237293406,0.0498,0.0030763601869742106
0.4,0.4,0.6,7,0.5544,0.0070290915486995904,0.0528,0.003162662169755094
0.6,0.4,0.6,7,0.5142,0.0070682156164056,0.0478,0.003017123133052412
0.8,0.4,0.6,7,0.4692,0.007057639265363454,0.0564,0.0032624849424939878
1.0,0.4,0.6,7,0.4208,0.006981795757539746,0.049,0.0030528347482299137
0.0,0.6,0.6,7,0.55,0.007035623639735144,0.048,0.0030231109804305894
0.2,0.6,0.6,7,0.5596,0.0070206529610856,0.0496,0.0030704996336101396
0.4,0.6,0.6,7,0.5266,0.007061054312211456,0.0468,0.0029869636757081596
0.6,0.6,0.6,7,0.4972,0.0070709569366529165,0.0526,0.003156999841621789
0.8,0.6,0.6,7,0.4532,0.00704002499995561,0.0492,0.0030587369942510585
1.0,0.6,0.6,7,0.4156,0.006969600275482089,0.0508,0.0031054584202658392
0.0,0.8,0.6,7,0.5348,0.007053920328441483,0.0536,0.003185185708871619
0.2,0.8,0.6,7,0.5336,0.007055083840749166,0.053,0.003168311853337673
0.4,0.8,0.6,7,0.5098,0.007069709470692555,0.0522,0.003145636978419474
0.6,0.8,0.6,7,0.4774,0.007063840881560116,0.058,0.003305631558416636
0.8,0.8,0.6,7,0.4472,0.007031531269929758,0.0528,0.003162662169755094
1.0,0.8,0.6,7,0.4006,0.006929929869775018,0.0462,0.002968688599365046
0.0,1.0,0.6,7,0.519,0.007065960656556191,0.0498,0.0030763601869742106
0.2,1.0,0.6,7,0.5236,0.007063186816161669,0.05,0.0030822070014844883
0.4,1.0,0.6,7,0.4848,0.007067799657602075,0.0502,0.003088040155179333
0.6,1.0,0.6,7,0.459,0.007047254784666153,0.0502,0.003088040155179333
0.8,1.0,0.6,7,0.4224,0.006985388178190243,0.0506,0.0030996657884359083
1.0,1.0,0.6,7,0.391,0.006900999927546732,0.0434,0.0028815426424052795
0.0,0.0,0.8,7,0.5066,0.0070704517536010385,0.0582,0.003310974478911005
0.2,0.0,0.8,7,0.505,0.007070714249635605,0.054,0.003196372944448129
0.4,0.0,0.8,7,0.4816,0.007066278228317931,0.0482,0.0030290843500965763
0.6,0.0,0.8,7,0.4568,0.007044625753012008,0.0526,0.003156999841621789
0.8,0.0,0.8,7,0.4236,0.006988033199692171,0.0508,0.0031054584202658392
1.0,0.0,0.8,7,0.3862,0.006885485603790048,0.049,0.0030528347482299137
0.0,0.2,0.8,7,0.5034,0.007070904326887757,0.0468,0.0029869636757081596
0.2,0.2,0.8,7,0.5184,0.007066278228317931,0.0556,0.0032406369744233925
0.4,0.2,0.8,7,0.4862,0.007068374070463447,0.0486,0.0030409879973455995
0.6,0.2,0.8,7,0.4688,0.007057287864328619,0.0484,0.0030350433275325743
0.8,0.2,0.8,7,0.4158,0.006970084074098389,0.0452,0.0029379230759160454
1.0,0.2,0.8,7,0.3772,0.006854489915376636,0.0526,0.003156999841621789
0.0,0.4,0.8,7,0.4974,0.007070972210382389,0.0504,0.0030938597253269257
0.2,0.4,0.8,7,0.4996,0.007071065549123413,0.0468,0.0029869636757081596
0.4,0.4,0.8,7,0.4834,0.007067169730521547,0.057,0.0032787497617232093
0.6,0.4,0.8,7,0.4508,0.007036751523252757,0.0538,0.0031907854832313627
0.8,0.4,0.8,7,0.4142,0.006966180589103328,0.0512,0.0031170036894427955
1.0,0.4,0.8,7,0.3824,0.006872703107220622,0.0444,0.002913027291324268
0.0,0.6,0.8,7,0.4842,0.007067536487348332,0.0488,0.00304691844328003
0.2,0.6,0.8,7,0.4964,0.0070708845274123945,0.0456,0.0029502759192997527
0.4,0.6,0.8,7,0.4684,0.007056931911248684,0.0466,0.002980887116279313
0.6,0.6,0.8,7,0.4488,0.007033897354951947,0.055,0.0032241277890307017
0.8,0.6,0.8,7,0.424,0.0069889054937092975,0.0542,0.0032019481569819336
1.0,0.6,0.8,7,0.3818,0.006870644220158689,0.051,0.003111237695837462
0.0,0.8,0.8,7,0.4806,0.00706574327300391,0.0522,0.003145636978419474
0.2,0.8,0.8,7,0.4746,0.007061937977637583,0.0494,0.003064625262572897
0.4,0.8,0.8,7,0.4534,0.007040290334922275,0.0484,0.0030350433275325743
0.6,0.8,0.8,7,0.4252,0.006991494260885866,0.0528,0.003162662169755094
0.8,0.8,0.8,7,0.4034,0.006937844622071036,0.051,0.003111237695837462
1.0,0.8,0.8,7,0.358,0.006779911503847229,0.0544,0.0032075111847038036
0.0,1.0,0.8,7,0.4512,0.007037308576437443,0.0458,0.0029564289269319497
0.2,1.0,0.8,7,0.4374,0.0070154292812343285,0.048,0.0030231109804305894
0.4,1.0,0.8,7,0.4244,0.00698977310075227,0.047,0.002993025225419926
0.6,1.0,0.8,7,0.4146,0.006967163554847841,0.046,0.002962566454950842
0.8,1.0,0.8,7,0.3832,0.006875431041032991,0.0456,0.0029502759192997527
1.0,1.0,0.8,7,0.3618,0.006795597986932423,0.0492,0.0030587369942510585
0.0,0.0,1.0,7,0.4408,0.007021329788579938,0.0534,0.0031795735563122296
0.2,0.0,1.0,7,0.422,0.006984497118619207,0.0552,0.0032296427046966045
0.4,0.0,1.0,7,0.425,0.006991065727054781,0.051,0.003111237695837462
0.6,0.0,1.0,7,0.4026,0.006935607255316581,0.049,0.0030528347482299137
0.8,0.0,1.0,7,0.3824,0.006872703107220622,0.0552,0.0032296427046966045
1.0,0.0,1.0,7,0.3574,0.006777392418917471,0.0492,0.0030587369942510585
0.0,0.2,1.0,7,0.4418,0.007023001637476671,0.05,0.0030822070014844883
0.2,0.2,1.0,7,0.4264,0.006994040892073766,0.048,0.0030231109804305894
0.4,0.2,1.0,7,0.418,0.006975327949279518,0.0502,0.003088040155179333
0.6,0.2,1.0,7,0.4044,0.006940614382026997,0.046,0.002962566454950842
0.8,0.2,1.0,7,0.3756,0.006848717252157516,0.0488,0.00304691844328003
1.0,0.2,1.0,7,0.3512,0.006750682335882796,0.05,0.0030822070014844883
0.0,0.4,1.0,7,0.4504,0.007036189878051899,0.05,0.0030822070014844883
0.2,0.4,1.0,7,0.4396,0.007019285433717595,0.0502,0.003088040155179333
0.4,0.4,1.0,7,0.4212,0.006982700910106346,0.0544,0.0032075111847038036
0.6,0.4,1.0,7,0.404,0.006939510069161943,0.0494,0.003064625262572897
0.8,0.4,1.0,7,0.3808,0.006867188070819089,0.0524,0.003151324800778238
1.0,0.4,1.0,7,0.3506,0.006748031416642931,0.054,0.003196372944448129
0.0,0.6,1.0,7,0.4306,0.00700262293715719,0.0502,0.003088040155179333
0.2,0.6,1.0,7,0.433,0.007007296197535822,0.0482,0.0030290843500965763
0.4,0.6,1.0,7,0.417,0.006972962067873307,0.056,0.003251584229264252
0.6,0.6,1.0,7,0.3976,0.006921188337272726,0.048,0.0030231109804305894
0.8,0.6,1.0,7,0.3622,0.0067972223738818486,0.049,0.0030528347482299137
1.0,0.6,1.0,7,0.3268,0.006633276113656056,0.0524,0.003151324800778238
0.0,0.8,1.0,7,0.4184,0.006976266049972578,0.0446,0.0029192752525241603
0.2,0.8,1.0,7,0.4114,0.006959167191553886,0.051,0.003111237695837462
0.4,0.8,1.0,7,0.4026,0.006935607255316581,0.0554,0.0032351457463304493
0.6,0.8,1.0,7,0.3954,0.006914605411735365,0.052,0.003139936305086458
0.8,0.8,1.0,7,0.3568,0.006774861769807558,0.0528,0.003162662169755094
1.0,0.8,1.0,7,0.3416,0.006706853807859539,0.052,0.003139936305086458
0.0,1.0,1.0,7,0.3928,0.006906636808172267,0.0472,0.0029990718564249174
0.2,1.0,1.0,7,0.39,0.006897825744392214,0.054,0.003196372944448129
0.4,1.0,1.0,7,0.3898,0.0068971872527864575,0.0478,0.003017123133052412
0.6,1.0,1.0,7,0.3688,0.00682329187416162,0.0538,0.0031907854832313627
0.8,1.0,1.0,7,0.3432,0.006714369069391405,0.0478,0.003017123133052412
1.0,1.0,1.0,7,0.3256,0.006626984834749511,0.051,0.003111237695837462
0.0,0.0,0.0,8,0.825,0.00537354631505117,0.0526,0.003156999841621789
0.2,0.0,0.0,8,0.8046,0.005607474297756522,0.0476,0.0030111207215918795
0.4,0.0,0.0,8,0.7532,0.006097372548893499,0.053,0.003168311853337673
0.6,0.0,0.0,8,0.6834,0.006578213131238604,0.0512,0.0031170036894427955
0.8,0.0,0.0,8,0.6054,0.006912175344998129,0.0484,0.0030350433275325743
1.0,0.0,0.0,8,0.5372,0.007051470201312631,0.0516,0.0031284961243383375
0.0,0.2,0.0,8,0.8044,0.005609645978134449,0.053,0.003168311853337673
0.2,0.2,0.0,8,0.794,0.005719510468562847,0.0488,0.00304691844328003
0.4,0.2,0.0,8,0.7584,0.0060535847231206735,0.0444,0.002913027291324268
0.6,0.2,0.0,8,0.6858,0.006564729392747275,0.0476,0.0030111207215918795
0.8,0.2,0.0,8,0.6086,0.006902261078805988,0.049,0.0030528347482299137
1.0,0.2,0.0,8,0.5298,0.007058497857193129,0.0484,0.0030350433275325743
0.0,0.4,0.0,8,0.8014,0.0056419507264775,0.0512,0.0031170036894427955
0.2,0.4,0.0,8,0.7844,0.0058157826644399295,0.0472,0.0029990718564249174
0.4,0.4,0.0,8,0.7404,0.0062001264503234125,0.0532,0.003173948959892077
0.6,0.4,0.0,8,0.669,0.00665490796330047,0.0564,0.0032624849424939878
0.8,0.4,0.0,8,0.6098,0.006898463017223474,0.0506,0.0030996657884359083
1.0,0.4,0.0,8,0.5226,0.007063840881560117,0.0534,0.0031795735563122296
0.0,0.6,0.0,8,0.7736,0.005918497106529664,0.0508,0.0031054584202658392
0.2,0.6,0.0,8,0.7528,0.006100691108390917,0.0542,0.0032019481569819336
0.4,0.6,0.0,8,0.7256,0.006310382555756822,0.0512,0.0031170036894427955
0.6,0.6,0.0,8,0.6518,0.0067373104426024484,0.0494,0.003064625262572897
0.8,0.6,0.0,8,0.5832,0.006972485353157796,0.0526,0.003156999841621789
1.0,0.6,0.0,8,0.512,0.007069031050999847,0.0528,0.003162662169755094
0.0,0.8,0.0,8,0.742,0.006187665149311169,0.0442,0.0029067631482458285
0.2,0.8,0.0,8,0.7142,0.006389340498048293,0.0504,0.0030938597253269257
0.4,0.8,0.0,8,0.6638,0.006680861621078527,0.052,0.003139936305086458
0.6,0.8,0.0,8,0.627,0.006839166615896998,0.0474,0.0030051036587778464
0.8,0.8,0.0,8,0.551,0.007034187941759873,0.0478,0.003017123133052412
1.0,0.8,0.0,8,0.4898,0.007069596310964298,0.0462,0.002968688599365046
0.0,1.0,0.0,8,0.6766,0.006615322214374747,0.0536,0.003185185708871619
0.2,1.0,0.0,8,0.676,0.006618519471906084,0.049,0.0030528347482299137
0.4,1.0,0.0,8,0.6362,0.006803669010173849,0.0504,0.0030938597253269257
0.6,1.0,0.0,8,0.5864,0.006964697265495465,0.0492,0.0030587369942510585
0.8,1.0,0.0,8,0.5278,0.007060129743850322,0.0506,0.0030996657884359083
1.0,1.0,0.0,8,0.4592,0.007047486927976525,0.0492,0.0030587369942510585
0.0,0.0,0.2,8,0.7786,0.005871661434381244,0.0496,0.0030704996336101396
0.2,0.0,0.2,8,0.7608,0.006032965439980573,0.052,0.003139936305086458
0.4,0.0,0.2,8,0.7158,0.006378563474639097,0.0546,0.003213062090903318
0.6,0.0,0.2,8,0.654,0.006727317444568823,0.0474,0.0030051036587778464
0.8,0.0,0.2,8,0.5856,0.006966672663474293,0.0494,0.003064625262572897
1.0,0.0,0.2,8,0.5114,0.007069229661002675,0.047,0.002993025225419926
0.0,0.2,0.2,8,0.7784,0.005873558376316694,0.0544,0.0032075111847038036
0.2,0.2,0.2,8,0.7402,0.006201676547515197,0.058,0.003305631558416636
0.4,0.2,0.2,8,0.7162,0.006375853825175104,0.052,0.003139936305086458
0.6,0.2,0.2,8,0.656,0.006718094968069446,0.0518,0.003134222710657301
0.8,0.2,0.2,8,0.5884,0.006959675854520812,0.0478,0.003017123133052412
1.0,0.2,0.2,8,0.5074,0.007070293346106652,0.0474,0.0030051036587778464
0.0,0.4,0.2,8,0.7542,0.006089045245356615,0.0488,0.00304691844328003
0.2,0.4,0.2,8,0.7312,0.006269713869069306,0.0464,0.0029747954551531774
0.4,0.4,0.2,8,0.711,0.006410600595888033,0.048,0.0030231109804305894
0.6,0.4,0.2,8,0.6474,0.006756822330060189,0.0504,0.0030938597253269257
0.8,0.4,0.2,8,0.5754,0.0069902051472041935,0.0492,0.0030587369942510585
1.0,0.4,0.2,8,0.5102,0.007069596310964298,0.0526,0.003156999841621789
0.0,0.6,0.2,8,0.7356,0.006236868444981022,0.053,0.003168311853337673
0.2,0.6,0.2,8,0.7224,0.006333059923923031,0.0478,0.003017123133052412
0.4,0.6,0.2,8,0.6758,0.006619582464174006,0.0462,0.002968688599365046
0.6,0.6,0.2,8,0.6218,0.0068580574509113,0.0506,0.0030996657884359083
0.8,0.6,0.2,8,0.5658,0.007009570029609519,0.0552,0.0032296427046966045
1.0,0.6,0.2,8,0.5002,0.007071067246180028,0.0526,0.003156999841621789
0.0,0.8,0.2,8,0.6974,0.006496664374892703,0.048,0.0030231109804305894
0.2,0.8,0.2,8,0.688,0.006552190473421846,0.0528,0.003162662169755094
0.4,0.8,0.2,8,0.6304,0.006826358326369925,0.0556,0.0032406369744233925
0.6,0.8,0.2,8,0.6002,0.0069276252785496414,0.053,0.003168311853337673
0.8,0.8,0.2,8,0.5372,0.007051470201312631,0.0508,0.0031054584202658392
1.0,0.8,0.2,8,0.4552,0.007042626782671363,0.0466,0.002980887116279313
0.0,1.0,0.2,8,0.6438,0.006772319543553744,0.0472,0.0029990718564249174
0.2,1.0,0.2,8,0.6372,0.006799649402726585,0.0514,0.0031227564746550444
0.4,1.0,0.2,8,0.6138,0.006885485603790048,0.051,0.003111237695837462
0.6,1.0,0.2,8,0.5634,0.007013992301107837,0.0482,0.0030290843500965763
0.8,1.0,0.2,8,0.5054,0.007070655415164849,0.0464,0.0029747954551531774
1.0,1.0,0.2,8,0.4476,0.007032129691636808,0.053,0.003168311853337673
0.0,0.0,0.4,8,0.6972,0.006497879038578665,0.0504,0.0030938597253269257
0.2,0.0,0.4,8,0.6716,0.006641587761973789,0.0526,0.003156999841621789
0.4,0.0,0.4,8,0.6426,0.006777392418917471,0.0508,0.0031054584202658392
0.6,0.0,0.4,8,0.5916,0.006951394680206268,0.0516,0.0031284961243383375
0.8,0.0,0.4,8,0.5298,0.007058497857193129,0.0526,0.003156999841621789
1.0,0.0,0.4,8,0.4594,0.007047717928521259,0.0482,0.0030290843500965763
0.0,0.2,0.4,8,0.6912,0.0065336446184346446,0.0508,0.0031054584202658392
0.2,0.2,0.4,8,0.681,0.006591494519454597,0.0546,0.003213062090903318
0.4,0.2,0.4,8,0.6298,0.00682864496075173,0.0508,0.0031054584202658392
0.6,0.2,0.4,8,0.5792,0.006981795757539746,0.0466,0.002980887116279313
0.8,0.2,0.4,8,0.5324,0.007056206346189147,0.0526,0.003156999841621789
1.0,0.2,0.4,8,0.4764,0.007063186816161669,0.0462,0.002968688599365046
0.0,0.4,0.4,8,0.6718,0.006640553591380767,0.0482,0.0030290843500965763
0.2,0.4,0.4,8,0.6728,0.006635362235778843,0.0538,0.0031907854832313627
0.4,0.4,0.4,8,0.6274,0.0068376785534273255,0.0516,0.0031284961243383375
0.6,0.4,0.4,8,0.585,0.006968141789602161,0.0464,0.0029747954551531774
0.8,0.4,0.4,8,0.527,0.00706075066830716,0.051,0.003111237695837462
1.0,0.4,0.4,8,0.4698,0.007058157833315999,0.0492,0.0030587369942510585
0.0,0.6,0.4,8,0.6516,0.00673821103854725,0.0494,0.003064625262572897
0.2,0.6,0.4,8,0.643,0.006775706605218381,0.0484,0.0030350433275325743
0.4,0.6,0.4,8,0.6158,0.006878813269743554,0.048,0.0030231109804305894
0.6,0.6,0.4,8,0.5598,0.007020312813543282,0.0548,0.003218600938296017
0.8,0.6,0.4,8,0.5208,0.007064946708928525,0.0498,0.0030763601869742106
1.0,0.6,0.4,8,0.4546,0.007041858277471934,0.0478,0.003017123133052412
0.0,0.8,0.4,8,0.624,0.006850167881154447,0.053,0.003168311853337673
0.2,0.8,0.4,8,0.612,0.00689138592737339,0.05,0.0030822070014844883
0.4,0.8,0.4,8,0.5858,0.006966180589103328,0.048,0.0030231109804305894
0.6,0.8,0.4,8,0.5386,0.007049965106296626,0.051,0.003111237695837462
0.8,0.8,0.4,8,0.4918,0.007070116830717863,0.0508,0.0031054584202658392
1.0,0.8,0.4,8,0.4408,0.007021329788579938,0.049,0.0030528347482299137
0.0,1.0,0.4,8,0.579,0.006982248921371967,0.053,0.003168311853337673
0.2,1.0,0.4,8,0.586,0.006965687331484238,0.0446,0.0029192752525241603
0.4,1.0,0.4,8,0.5476,0.007038952194751716,0.0548,0.003218600938296017
0.6,1.0,0.4,8,0.521,0.007064828377250222,0.0488,0.00304691844328003
0.8,1.0,0.4,8,0.479,0.007064828377250222,0.0484,0.0030350433275325743
1.0,1.0,0.4,8,0.4232,0.006987156216945489,0.0532,0.003173948959892077
0.0,0.0,0.6,8,0.605,0.006913392799487094,0.0508,0.0031054584202658392
0.2,0.0,0.6,8,0.5844,0.006969600275482088,0.056,0.003251584229264252
0.4,0.0,0.6,8,0.5652,0.007010691264062339,0.0536,0.003185185708871619
0.6,0.0,0.6,8,0.5256,0.007061793539887725,0.0556,0.0032406369744233925
0.8,0.0,0.6,8,0.479,0.007064828377250222,0.0546,0.003213062090903318
1.0,0.0,0.6,8,0.4274,0.006996130930735931,0.0514,0.0031227564746550444
0.0,0.2,0.6,8,0.5944,0.006943898616771417,0.0492,0.0030587369942510585
0.2,0.2,0.6,8,0.5748,0.006991494260885866,0.0478,0.003017123133052412
0.4,0.2,0.6,8,0.5714,0.006998600431514861,0.056,0.003251584229264252
0.6,0.2,0.6,8,0.5244,0.007062643131292986,0.0472,0.0029990718564249174
0.8,0.2,0.6,8,0.4718,0.007059812462098409,0.052,0.003139936305086458
1.0,0.2,0.6,8,0.4286,0.006998600431514861,0.0468,0.0029869636757081596
0.0,0.4,0.6,8,0.5836,0.0069715283833604235,0.0462,0.002968688599365046
0.2,0.4,0.6,8,0.5686,0.007004199311841433,0.0442,0.0029067631482458285
0.4,0.4,0.6,8,0.5498,0.007035907333102107,0.0542,0.0032019481569819336
0.6,0.4,0.6,8,0.5056,0.007070624300583365,0.05,0.0030822070014844883
0.8,0.4,0.6,8,0.468,0.007056571405434795,0.0534,0.0031795735563122296
1.0,0.4,0.6,8,0.4292,0.006999819426242366,0.0458,0.0029564289269319497
0.0,0.6,0.6,8,0.5728,0.006995715260071696,0.0478,0.003017123133052412
0.2,0.6,0.6,8,0.5642,0.0070125367735221185,0.0558,0.003246116448927857
0.4,0.6,0.6,8,0.533,0.007055650218087629,0.0484,0.0030350433275325743
0.6,0.6,0.6,8,0.4862,0.007068374070463447,0.049,0.0030528347482299137
0.8,0.6,0.6,8,0.4662,0.0070548927702694395,0.0528,0.003162662169755094
1.0,0.6,0.6,8,0.4156,0.006969600275482089,0.0486,0.0030409879973455995
0.0,0.8,0.6,8,0.5522,0.007032427177013638,0.0444,0.002913027291324268
0.2,0.8,0.6,8,0.5438,0.007043884723645043,0.049,0.0030528347482299137
0.4,0.8,0.6,8,0.5122,0.007068962583010325,0.053,0.003168311853337673
0.6,0.8,0.6,8,0.4856,0.007068134690284276,0.0468,0.0029869636757081596
0.8,0.8,0.6,8,0.4378,0.007016140819567407,0.0498,0.0030763601869742106
1.0,0.8,0.6,8,0.3852,0.006882164775708295,0.051,0.003111237695837462
0.0,1.0,0.6,8,0.5078,0.007070207351980562,0.0468,0.0029869636757081596
0.2,1.0,0.6,8,0.518,0.0070664842743757665,0.049,0.0030528347482299137
0.4,1.0,0.6,8,0.4908,0.007069870720175865,0.0436,0.0028878725733660756
0.6,1.0,0.6,8,0.4592,0.007047486927976525,0.051,0.003111237695837462
0.8,1.0,0.6,8,0.4292,0.006999819426242366,0.044,0.002900482718445328
1.0,1.0,0.6,8,0.3846,0.006880157556335465,0.049,0.0030528347482299137
0.0,0.0,0.8,8,0.5114,0.007069229661002675,0.0484,0.0030350433275325743
0.2,0.0,0.8,8,0.4908,0.007069870720175865,0.0472,0.0029990718564249174
0.4,0.0,0.8,8,0.4822,0.007066585597019256,0.051,0.003111237695837462
0.6,0.0,0.8,8,0.4586,0.007046787069296192,0.051,0.003111237695837462
0.8,0.0,0.8,8,0.4248,0.0069906360225661865,0.0462,0.002968688599365046
1.0,0.0,0.8,8,0.3894,0.006895906611896655,0.0488,0.00304691844328003
0.0,0.2,0.8,8,0.5054,0.007070655415164849,0.0518,0.003134222710657301
0.2,0.2,0.8,8,0.4976,0.007070986352695075,0.0468,0.0029869636757081596
0.4,0.2,0.8,8,0.4862,0.007068374070463447,0.0496,0.0030704996336101396
0.6,0.2,0.8,8,0.4598,0.0070481765017627075,0.0498,0.0030763601869742106
0.8,0.2,0.8,8,0.4176,0.0069743851341892505,0.0518,0.003134222710657301
1.0,0.2,0.8,8,0.3948,0.006912784677682359,0.0488,0.00304691844328003
0.0,0.4,0.8,8,0.5104,0.00706953803299763,0.0494,0.003064625262572897
0.2,0.4,0.8,8,0.495,0.007070714249635605,0.0492,0.0030587369942510585
0.4,0.4,0.8,8,0.4764,0.007063186816161669,0.049,0.0030528347482299137
0.6,0.4,0.8,8,0.4554,0.0070428806606387985,0.0536,0.003185185708871619
0.8,0.4,0.8,8,0.41,0.0069555733049116815,0.0524,0.003151324800778238
1.0,0.4,0.8,8,0.388,0.00689138592737339,0.0538,0.0031907854832313627
0.0,0.6,0.8,8,0.4926,0.007070293346106653,0.0498,0.0030763601869742106
0.2,0.6,0.8,8,0.4812,0.007066067647567492,0.0566,0.003267917991627085
0.4,0.6,0.8,8,0.4758,0.007062780755481512,0.0488,0.00304691844328003
0.6,0.6,0.8,8,0.433,0.007007296197535822,0.054,0.003196372944448129
0.8,0.6,0.8,8,0.4056,0.006943898616771417,0.0488,0.00304691844328003
1.0,0.6,0.8,8,0.3728,0.0068384232100682394,0.0506,0.0030996657884359083
0.0,0.8,0.8,8,0.4692,0.007057639265363454,0.0574,0.0032895361375124
0.2,0.8,0.8,8,0.472,0.007059971671331267,0.0478,0.003017123133052412
0.4,0.8,0.8,8,0.4588,0.007047021498477211,0.0562,0.003257040374327589
0.6,0.8,0.8,8,0.4282,0.006997781934298896,0.0442,0.0029067631482458285
0.8,0.8,0.8,8,0.3884,0.006892683657328254,0.0444,0.002913027291324268
1.0,0.8,0.8,8,0.3562,0.006772319543553744,0.0474,0.0030051036587778464
0.0,1.0,0.8,8,0.4464,0.00703032061857779,0.0528,0.003162662169755094
0.2,1.0,0.8,8,0.445,0.007028157653325657,0.0506,0.0030996657884359083
0.4,1.0,0.8,8,0.4402,0.007020312813543283,0.0536,0.003185185708871619
0.6,1.0,0.8,8,0.4162,0.006971048127792549,0.0476,0.0030111207215918795
0.8,1.0,0.8,8,0.3794,0.00686229757442797,0.0504,0.0030938597253269257
1.0,1.0,0.8,8,0.346,0.006727317444568823,0.05,0.0030822070014844883
0.0,0.0,1.0,8,0.4376,0.007015785629564233,0.051,0.003111237695837462
0.2,0.0,1.0,8,0.4324,0.007006143589736082,0.05,0.0030822070014844883
0.4,0.0,1.0,8,0.4184,0.006976266049972578,0.0518,0.003134222710657301
0.6,0.0,1.0,8,0.3988,0.006924717467160664,0.0488,0.00304691844328003
0.8,0.0,1.0,8,0.3848,0.006880827857169513,0.054,0.003196372944448129
1.0,0.0,1.0,8,0.348,0.006736408538679939,0.0494,0.003064625262572897
0.0,0.2,1.0,8,0.4382,0.007016847725296595,0.05,0.0030822070014844883
0.2,0.2,1.0,8,0.4284,0.006998191766449387,0.0514,0.0031227564746550444
0.4,0.2,1.0,8,0.4326,0.007006528955196004,0.0508,0.0031054584202658392
0.6,0.2,1.0,8,0.3928,0.006906636808172267,0.0468,0.0029869636757081596
0.8,0.2,1.0,8,0.3818,0.006870644220158689,0.0528,0.003162662169755094
1.0,0.2,1.0,8,0.3502,0.006746257629234152,0.0486,0.0030409879973455995
0.0,0.4,1.0,8,0.4386,0.007017549999821875,0.0498,0.0030763601869742106
0.2,0.4,1.0,8,0.428,0.00699737093485832,0.0518,0.003134222710657301
0.4,0.4,1.0,8,0.4242,0.006989339882993243,0.0528,0.003162662169755094
0.6,0.4,1.0,8,0.4068,0.006947139843129689,0.0412,0.0028107849437479203
0.8,0.4,1.0,8,0.3642,0.006805267959456115,0.0508,0.0031054584202658392
1.0,0.4,1.0,8,0.3526,0.006756822330060189,0.0534,0.0031795735563122296
0.0,0.6,1.0,8,0.4346,0.007010318680345424,0.0528,0.003162662169755094
0.2,0.6,1.0,8,0.4378,0.007016140819567407,0.0464,0.0029747954551531774
0.4,0.6,1.0,8,0.4198,0.006979512303879119,0.0508,0.0031054584202658392
0.6,0.6,1.0,8,0.3992,0.006925884203479005,0.0542,0.0032019481569819336
0.8,0.6,1.0,8,0.3824,0.006872703107220622,0.048,0.0030231109804305894
1.0,0.6,1.0,8,0.3442,0.006719023143285041,0.045,0.0029317230428538097
0.0,0.8,1.0,8,0.404,0.006939510069161943,0.0566,0.003267917991627085
0.2,0.8,1.0,8,0.4184,0.006976266049972578,0.0474,0.0030051036587778464
0.4,0.8,1.0,8,0.406,0.006944983801277006,0.0486,0.0030409879973455995
0.6,0.8,1.0,8,0.3772,0.006854489915376636,0.0534,0.0031795735563122296
0.8,0.8,1.0,8,0.3602,0.006789049417996602,0.0504,0.0030938597253269257
1.0,0.8,1.0,8,0.3336,0.0066679988002398445,0.0488,0.00304691844328003
0.0,1.0,1.0,8,0.3978,0.006921779539973806,0.0538,0.0031907854832313627
0.2,1.0,1.0,8,0.3932,0.006907876084586347,0.0452,0.0029379230759160454
0.4,1.0,1.0,8,0.385,0.006881496930174423,0.0474,0.0030051036587778464
0.6,1.0,1.0,8,0.3628,0.006799649402726585,0.0518,0.003134222710657301
0.8,1.0,1.0,8,0.3434,0.00671530252483088,0.0494,0.003064625262572897
