lbr_σ,rbr_σ,th_α,nIntervals,Power,TypeI
0.0,0.8,1.5,4,0.5922666666666667,0.2764
0.2,0.8,1.5,4,0.5950666666666666,0.31346666666666667
0.4,0.8,1.5,4,0.5962666666666666,0.39393333333333336
0.6,0.8,1.5,4,0.5942,0.47833333333333333
0.8,0.8,1.5,4,0.6044,0.5186666666666667
1.0,0.8,1.5,4,0.6268666666666667,0.5605333333333333
0.0,1.0,1.5,4,0.6079333333333333,0.3479333333333333
0.2,1.0,1.5,4,0.6089333333333333,0.38333333333333336
0.4,1.0,1.5,4,0.6123333333333333,0.44326666666666664
0.6,1.0,1.5,4,0.6144666666666667,0.5091333333333333
0.8,1.0,1.5,4,0.626,0.5416666666666666
1.0,1.0,1.5,4,0.6412,0.5722666666666667
0.0,0.0,2.0,4,0.6888666666666666,0.09426666666666667
0.2,0.0,2.0,4,0.6581333333333333,0.15286666666666668
0.4,0.0,2.0,4,0.6002,0.28826666666666667
0.6,0.0,2.0,4,0.5808,0.4028
0.8,0.0,2.0,4,0.5863333333333334,0.46473333333333333
1.0,0.0,2.0,4,0.6082666666666666,0.5117333333333334
0.0,0.2,2.0,4,0.681,0.1068
0.2,0.2,2.0,4,0.6489333333333334,0.16613333333333333
0.4,0.2,2.0,4,0.5961333333333333,0.2934
0.6,0.2,2.0,4,0.58,0.40166666666666667
0.8,0.2,2.0,4,0.5902666666666667,0.46953333333333336
1.0,0.2,2.0,4,0.6074,0.5114666666666666
0.0,0.4,2.0,4,0.652,0.1516
0.2,0.4,2.0,4,0.6336666666666667,0.2058
0.4,0.4,2.0,4,0.5965333333333334,0.318
0.6,0.4,2.0,4,0.5898666666666667,0.4164
0.8,0.4,2.0,4,0.5970666666666666,0.4713333333333333
1.0,0.4,2.0,4,0.6136,0.5226666666666666
0.0,0.6,2.0,4,0.6321333333333333,0.22173333333333334
0.2,0.6,2.0,4,0.6173333333333333,0.2724666666666667
0.4,0.6,2.0,4,0.6004666666666667,0.3668666666666667
0.6,0.6,2.0,4,0.5973333333333334,0.4446
0.8,0.6,2.0,4,0.6099333333333333,0.49406666666666665
1.0,0.6,2.0,4,0.6235333333333334,0.5292666666666667
0.0,0.8,2.0,4,0.6236,0.29133333333333333
0.2,0.8,2.0,4,0.6133333333333333,0.33213333333333334
0.4,0.8,2.0,4,0.6002,0.41126666666666667
0.6,0.8,2.0,4,0.6100666666666666,0.4819333333333333
0.8,0.8,2.0,4,0.6142666666666666,0.5121333333333333
1.0,0.8,2.0,4,0.6380666666666667,0.5489333333333334
0.0,1.0,2.0,4,0.6197333333333334,0.37466666666666665
0.2,1.0,2.0,4,0.62,0.3938
0.4,1.0,2.0,4,0.6184,0.4534
0.6,1.0,2.0,4,0.6139333333333333,0.505
0.8,1.0,2.0,4,0.6294,0.5429333333333334
1.0,1.0,2.0,4,0.6492,0.5714666666666667
0.0,0.0,2.5,4,0.6641333333333334,0.08906666666666667
0.2,0.0,2.5,4,0.6369333333333334,0.14506666666666668
0.4,0.0,2.5,4,0.5833333333333334,0.26826666666666665
0.6,0.0,2.5,4,0.5598666666666666,0.3734
0.8,0.0,2.5,4,0.5811333333333333,0.44093333333333334
1.0,0.0,2.5,4,0.5939333333333333,0.4836
0.0,0.2,2.5,4,0.6523333333333333,0.10206666666666667
0.2,0.2,2.5,4,0.6293333333333333,0.15813333333333332
0.4,0.2,2.5,4,0.5782666666666667,0.2764666666666667
0.6,0.2,2.5,4,0.5629333333333333,0.37633333333333335
0.8,0.2,2.5,4,0.5756666666666667,0.43753333333333333
1.0,0.2,2.5,4,0.6034,0.49993333333333334
0.0,0.4,2.5,4,0.6336666666666667,0.1406
0.2,0.4,2.5,4,0.6157333333333334,0.19426666666666667
0.4,0.4,2.5,4,0.5810666666666666,0.2994
0.6,0.4,2.5,4,0.5672,0.38986666666666664
0.8,0.4,2.5,4,0.5831333333333333,0.45293333333333335
1.0,0.4,2.5,4,0.5970666666666666,0.4998
0.0,0.6,2.5,4,0.6081333333333333,0.19733333333333333
0.2,0.6,2.5,4,0.6006666666666667,0.2434
0.4,0.6,2.5,4,0.5874,0.3419333333333333
0.6,0.6,2.5,4,0.5802666666666667,0.4132
0.8,0.6,2.5,4,0.5814,0.47473333333333334
1.0,0.6,2.5,4,0.611,0.5125333333333333
0.0,0.8,2.5,4,0.5986666666666667,0.26226666666666665
0.2,0.8,2.5,4,0.5936,0.31006666666666666
0.4,0.8,2.5,4,0.5846,0.3867333333333333
0.6,0.8,2.5,4,0.5841333333333333,0.4572
0.8,0.8,2.5,4,0.5992,0.4965333333333333
1.0,0.8,2.5,4,0.6206,0.5246
0.0,1.0,2.5,4,0.6040666666666666,0.3308
0.2,1.0,2.5,4,0.6002,0.3658666666666667
0.4,1.0,2.5,4,0.5970666666666666,0.4286
0.6,1.0,2.5,4,0.6000666666666666,0.47533333333333333
0.8,1.0,2.5,4,0.6115333333333334,0.5233333333333333
1.0,1.0,2.5,4,0.6342666666666666,0.5386
0.0,0.0,3.0,4,0.6738666666666666,0.0954
0.2,0.0,3.0,4,0.6298,0.1542
0.4,0.0,3.0,4,0.589,0.28113333333333335
0.6,0.0,3.0,4,0.5547333333333333,0.3857333333333333
0.8,0.0,3.0,4,0.5597333333333333,0.4366
1.0,0.0,3.0,4,0.5828666666666666,0.4838
0.0,0.2,3.0,4,0.6628,0.1158
0.2,0.2,3.0,4,0.6315333333333333,0.162
0.4,0.2,3.0,4,0.5813333333333334,0.2866
0.6,0.2,3.0,4,0.5571333333333334,0.39186666666666664
0.8,0.2,3.0,4,0.5593333333333333,0.44033333333333335
1.0,0.2,3.0,4,0.5764,0.47846666666666665
0.0,0.4,3.0,4,0.6402666666666667,0.15406666666666666
0.2,0.4,3.0,4,0.6148,0.20566666666666666
0.4,0.4,3.0,4,0.5843333333333334,0.30846666666666667
0.6,0.4,3.0,4,0.5624666666666667,0.39813333333333334
0.8,0.4,3.0,4,0.5640666666666667,0.4468666666666667
1.0,0.4,3.0,4,0.5795333333333333,0.4862
0.0,0.6,3.0,4,0.6198,0.212
0.2,0.6,3.0,4,0.6104666666666667,0.2634
0.4,0.6,3.0,4,0.5810666666666666,0.3488
0.6,0.6,3.0,4,0.569,0.4195333333333333
0.8,0.6,3.0,4,0.5724,0.4629333333333333
1.0,0.6,3.0,4,0.594,0.5013333333333333
0.0,0.8,3.0,4,0.6062666666666666,0.2894
0.2,0.8,3.0,4,0.5918,0.33166666666666667
0.4,0.8,3.0,4,0.5834,0.3998
0.6,0.8,3.0,4,0.5875333333333334,0.4464666666666667
0.8,0.8,3.0,4,0.5858666666666666,0.4819333333333333
1.0,0.8,3.0,4,0.6058,0.5187333333333334
0.0,1.0,3.0,4,0.6021333333333333,0.3568
0.2,1.0,3.0,4,0.6066666666666667,0.3797333333333333
0.4,1.0,3.0,4,0.5914,0.43733333333333335
0.6,1.0,3.0,4,0.5919333333333333,0.48346666666666666
0.8,1.0,3.0,4,0.5997333333333333,0.5089333333333333
1.0,1.0,3.0,4,0.6064,0.5392
0.0,0.0,3.5,4,0.527,0.09313333333333333
0.2,0.0,3.5,4,0.5204,0.14306666666666668
0.4,0.0,3.5,4,0.4914,0.25106666666666666
0.6,0.0,3.5,4,0.4805333333333333,0.3384666666666667
0.8,0.0,3.5,4,0.49046666666666666,0.3917333333333333
1.0,0.0,3.5,4,0.4984,0.42906666666666665
0.0,0.2,3.5,4,0.5204,0.1042
0.2,0.2,3.5,4,0.5162,0.1494
0.4,0.2,3.5,4,0.492,0.26166666666666666
0.6,0.2,3.5,4,0.4835333333333333,0.33973333333333333
0.8,0.2,3.5,4,0.49733333333333335,0.3972
1.0,0.2,3.5,4,0.5084666666666666,0.4338
0.0,0.4,3.5,4,0.5245333333333333,0.1282
0.2,0.4,3.5,4,0.5184,0.16953333333333334
0.4,0.4,3.5,4,0.5004,0.2764
0.6,0.4,3.5,4,0.48946666666666666,0.3529333333333333
0.8,0.4,3.5,4,0.4961333333333333,0.4070666666666667
1.0,0.4,3.5,4,0.5175333333333333,0.4497333333333333
0.0,0.6,3.5,4,0.5218,0.17446666666666666
0.2,0.6,3.5,4,0.5144,0.21666666666666667
0.4,0.6,3.5,4,0.5113333333333333,0.309
0.6,0.6,3.5,4,0.4994,0.374
0.8,0.6,3.5,4,0.5065333333333333,0.4115333333333333
1.0,0.6,3.5,4,0.5297333333333333,0.4523333333333333
0.0,0.8,3.5,4,0.5312,0.23086666666666666
0.2,0.8,3.5,4,0.5286,0.2654666666666667
0.4,0.8,3.5,4,0.5218,0.34553333333333336
0.6,0.8,3.5,4,0.5116,0.4068
0.8,0.8,3.5,4,0.5231333333333333,0.4348666666666667
1.0,0.8,3.5,4,0.5457333333333333,0.4619333333333333
0.0,1.0,3.5,4,0.5415333333333333,0.28833333333333333
0.2,1.0,3.5,4,0.5322,0.3264666666666667
0.4,1.0,3.5,4,0.5409333333333334,0.3913333333333333
0.6,1.0,3.5,4,0.5386,0.439
0.8,1.0,3.5,4,0.5372666666666667,0.465
1.0,1.0,3.5,4,0.5576,0.4846
0.0,0.0,4.0,4,0.24713333333333334,0.0894
0.2,0.0,4.0,4,0.2732,0.12326666666666666
0.4,0.0,4.0,4,0.32326666666666665,0.2058
0.6,0.0,4.0,4,0.3433333333333333,0.27653333333333335
0.8,0.0,4.0,4,0.37833333333333335,0.32613333333333333
1.0,0.0,4.0,4,0.40813333333333335,0.35233333333333333
0.0,0.2,4.0,4,0.25566666666666665,0.09173333333333333
0.2,0.2,4.0,4,0.27773333333333333,0.12646666666666667
0.4,0.2,4.0,4,0.3278,0.2066
0.6,0.2,4.0,4,0.35686666666666667,0.27813333333333334
0.8,0.2,4.0,4,0.37853333333333333,0.3236
1.0,0.2,4.0,4,0.40573333333333333,0.35606666666666664
0.0,0.4,4.0,4,0.27666666666666667,0.10286666666666666
0.2,0.4,4.0,4,0.3058666666666667,0.13426666666666667
0.4,0.4,4.0,4,0.3424,0.2178
0.6,0.4,4.0,4,0.3622,0.2869333333333333
0.8,0.4,4.0,4,0.39626666666666666,0.33653333333333335
1.0,0.4,4.0,4,0.4166666666666667,0.3582666666666667
0.0,0.6,4.0,4,0.3198666666666667,0.12413333333333333
0.2,0.6,4.0,4,0.3303333333333333,0.15613333333333335
0.4,0.6,4.0,4,0.3636666666666667,0.2358
0.6,0.6,4.0,4,0.3841333333333333,0.31346666666666667
0.8,0.6,4.0,4,0.4002,0.3413333333333333
1.0,0.6,4.0,4,0.4318,0.3827333333333333
0.0,0.8,4.0,4,0.35846666666666666,0.15666666666666668
0.2,0.8,4.0,4,0.3712,0.18933333333333333
0.4,0.8,4.0,4,0.3962,0.26786666666666664
0.6,0.8,4.0,4,0.41473333333333334,0.3314666666666667
0.8,0.8,4.0,4,0.42286666666666667,0.36246666666666666
1.0,0.8,4.0,4,0.4517333333333333,0.39286666666666664
0.0,1.0,4.0,4,0.39726666666666666,0.20586666666666667
0.2,1.0,4.0,4,0.4039333333333333,0.24086666666666667
0.4,1.0,4.0,4,0.4251333333333333,0.2994
0.6,1.0,4.0,4,0.43533333333333335,0.3522666666666667
0.8,1.0,4.0,4,0.44533333333333336,0.38766666666666666
1.0,1.0,4.0,4,0.47053333333333336,0.4099333333333333
0.0,0.0,4.5,4,0.06726666666666667,0.05313333333333333
0.2,0.0,4.5,4,0.0978,0.0824
0.4,0.0,4.5,4,0.15726666666666667,0.133
0.6,0.0,4.5,4,0.22113333333333332,0.20106666666666667
0.8,0.0,4.5,4,0.26353333333333334,0.24306666666666665
1.0,0.0,4.5,4,0.3167333333333333,0.27266666666666667
0.0,0.2,4.5,4,0.07026666666666667,0.058333333333333334
0.2,0.2,4.5,4,0.1032,0.07686666666666667
0.4,0.2,4.5,4,0.1622,0.13846666666666665
0.6,0.2,4.5,4,0.231,0.2012
0.8,0.2,4.5,4,0.2818,0.2424
1.0,0.2,4.5,4,0.3242,0.2813333333333333
0.0,0.4,4.5,4,0.10233333333333333,0.0634
0.2,0.4,4.5,4,0.12266666666666666,0.07986666666666667
0.4,0.4,4.5,4,0.19106666666666666,0.14626666666666666
0.6,0.4,4.5,4,0.247,0.2142
0.8,0.4,4.5,4,0.2885333333333333,0.2547333333333333
1.0,0.4,4.5,4,0.3304666666666667,0.29706666666666665
0.0,0.6,4.5,4,0.14193333333333333,0.0738
0.2,0.6,4.5,4,0.16393333333333332,0.09486666666666667
0.4,0.6,4.5,4,0.21306666666666665,0.15686666666666665
0.6,0.6,4.5,4,0.26886666666666664,0.2266
0.8,0.6,4.5,4,0.3138,0.2713333333333333
1.0,0.6,4.5,4,0.3506,0.303
0.0,0.8,4.5,4,0.18506666666666666,0.09386666666666667
0.2,0.8,4.5,4,0.21413333333333334,0.1204
0.4,0.8,4.5,4,0.25933333333333336,0.1816
0.6,0.8,4.5,4,0.301,0.2534666666666667
0.8,0.8,4.5,4,0.3294,0.28613333333333335
1.0,0.8,4.5,4,0.3592666666666667,0.3246
0.0,1.0,4.5,4,0.24233333333333335,0.12906666666666666
0.2,1.0,4.5,4,0.2596,0.15366666666666667
0.4,1.0,4.5,4,0.29473333333333335,0.21306666666666665
0.6,1.0,4.5,4,0.32993333333333336,0.28246666666666664
0.8,1.0,4.5,4,0.36386666666666667,0.3202
1.0,1.0,4.5,4,0.3968,0.35346666666666665
0.0,0.0,5.0,4,0.031066666666666666,0.04753333333333333
0.2,0.0,5.0,4,0.04526666666666666,0.059666666666666666
0.4,0.0,5.0,4,0.0974,0.1038
0.6,0.0,5.0,4,0.15126666666666666,0.14646666666666666
0.8,0.0,5.0,4,0.2154,0.1938
1.0,0.0,5.0,4,0.25933333333333336,0.23026666666666668
0.0,0.2,5.0,4,0.036066666666666664,0.04906666666666667
0.2,0.2,5.0,4,0.05126666666666667,0.05773333333333333
0.4,0.2,5.0,4,0.0974,0.0922
0.6,0.2,5.0,4,0.16213333333333332,0.1542
0.8,0.2,5.0,4,0.21766666666666667,0.1948
1.0,0.2,5.0,4,0.2656,0.2406
0.0,0.4,5.0,4,0.05413333333333333,0.04733333333333333
0.2,0.4,5.0,4,0.0702,0.06166666666666667
0.4,0.4,5.0,4,0.11533333333333333,0.1038
0.6,0.4,5.0,4,0.17886666666666667,0.15866666666666668
0.8,0.4,5.0,4,0.23306666666666667,0.2038
1.0,0.4,5.0,4,0.2854,0.2466
0.0,0.6,5.0,4,0.09206666666666667,0.05386666666666667
0.2,0.6,5.0,4,0.106,0.06873333333333333
0.4,0.6,5.0,4,0.15473333333333333,0.11346666666666666
0.6,0.6,5.0,4,0.207,0.17566666666666667
0.8,0.6,5.0,4,0.2508666666666667,0.21806666666666666
1.0,0.6,5.0,4,0.2982,0.2633333333333333
0.0,0.8,5.0,4,0.13966666666666666,0.06946666666666666
0.2,0.8,5.0,4,0.1482,0.07673333333333333
0.4,0.8,5.0,4,0.19813333333333333,0.12833333333333333
0.6,0.8,5.0,4,0.23986666666666667,0.19326666666666667
0.8,0.8,5.0,4,0.283,0.2394
1.0,0.8,5.0,4,0.31933333333333336,0.282
0.0,1.0,5.0,4,0.19,0.09393333333333333
0.2,1.0,5.0,4,0.19313333333333332,0.1158
0.4,1.0,5.0,4,0.238,0.15713333333333335
0.6,1.0,5.0,4,0.27373333333333333,0.2276
0.8,1.0,5.0,4,0.3054,0.25866666666666666
1.0,1.0,5.0,4,0.3399333333333333,0.3004
0.0,0.0,5.5,4,0.0294,0.0484
0.2,0.0,5.5,4,0.0368,0.05846666666666667
0.4,0.0,5.5,4,0.0682,0.08453333333333334
0.6,0.0,5.5,4,0.12966666666666668,0.13033333333333333
0.8,0.0,5.5,4,0.19093333333333334,0.1676
1.0,0.0,5.5,4,0.23906666666666668,0.2086
0.0,0.2,5.5,4,0.030466666666666666,0.04413333333333333
0.2,0.2,5.5,4,0.0402,0.05486666666666667
0.4,0.2,5.5,4,0.075,0.085
0.6,0.2,5.5,4,0.13066666666666665,0.12713333333333332
0.8,0.2,5.5,4,0.19373333333333334,0.17253333333333334
1.0,0.2,5.5,4,0.23986666666666667,0.21233333333333335
0.0,0.4,5.5,4,0.04346666666666667,0.04733333333333333
0.2,0.4,5.5,4,0.05393333333333333,0.057666666666666665
0.4,0.4,5.5,4,0.10213333333333334,0.09186666666666667
0.6,0.4,5.5,4,0.14866666666666667,0.13646666666666665
0.8,0.4,5.5,4,0.20866666666666667,0.17893333333333333
1.0,0.4,5.5,4,0.2637333333333333,0.22106666666666666
0.0,0.6,5.5,4,0.07973333333333334,0.0508
0.2,0.6,5.5,4,0.08913333333333333,0.057666666666666665
0.4,0.6,5.5,4,0.12533333333333332,0.0958
0.6,0.6,5.5,4,0.1838,0.14433333333333334
0.8,0.6,5.5,4,0.22226666666666667,0.1882
1.0,0.6,5.5,4,0.2706,0.23086666666666666
0.0,0.8,5.5,4,0.12093333333333334,0.0592
0.2,0.8,5.5,4,0.1352,0.07513333333333333
0.4,0.8,5.5,4,0.16293333333333335,0.10966666666666666
0.6,0.8,5.5,4,0.20846666666666666,0.16233333333333333
0.8,0.8,5.5,4,0.25333333333333335,0.21526666666666666
1.0,0.8,5.5,4,0.28913333333333335,0.24973333333333333
0.0,1.0,5.5,4,0.168,0.08746666666666666
0.2,1.0,5.5,4,0.1842,0.10393333333333334
0.4,1.0,5.5,4,0.20666666666666667,0.1418
0.6,1.0,5.5,4,0.25053333333333333,0.18973333333333334
0.8,1.0,5.5,4,0.284,0.23253333333333334
1.0,1.0,5.5,4,0.3174666666666667,0.2724
0.0,0.0,6.0,4,0.028133333333333333,0.048666666666666664
0.2,0.0,6.0,4,0.03546666666666667,0.05533333333333333
0.4,0.0,6.0,4,0.0624,0.07853333333333333
0.6,0.0,6.0,4,0.116,0.11866666666666667
0.8,0.0,6.0,4,0.17286666666666667,0.16013333333333332
1.0,0.0,6.0,4,0.229,0.1928
0.0,0.2,6.0,4,0.0296,0.048666666666666664
0.2,0.2,6.0,4,0.036066666666666664,0.05553333333333333
0.4,0.2,6.0,4,0.07133333333333333,0.08473333333333333
0.6,0.2,6.0,4,0.1218,0.12246666666666667
0.8,0.2,6.0,4,0.17906666666666668,0.16133333333333333
1.0,0.2,6.0,4,0.2306,0.1902
0.0,0.4,6.0,4,0.04173333333333333,0.047733333333333336
0.2,0.4,6.0,4,0.0514,0.0542
0.4,0.4,6.0,4,0.0868,0.08193333333333333
0.6,0.4,6.0,4,0.1416,0.1242
0.8,0.4,6.0,4,0.1878,0.16693333333333332
1.0,0.4,6.0,4,0.2484,0.20733333333333334
0.0,0.6,6.0,4,0.07286666666666666,0.047
0.2,0.6,6.0,4,0.0876,0.06093333333333333
0.4,0.6,6.0,4,0.12046666666666667,0.08913333333333333
0.6,0.6,6.0,4,0.1638,0.1308
0.8,0.6,6.0,4,0.2098,0.17286666666666667
1.0,0.6,6.0,4,0.26366666666666666,0.22286666666666666
0.0,0.8,6.0,4,0.11593333333333333,0.0572
0.2,0.8,6.0,4,0.1278,0.0718
0.4,0.8,6.0,4,0.16173333333333334,0.10533333333333333
0.6,0.8,6.0,4,0.19653333333333334,0.15206666666666666
0.8,0.8,6.0,4,0.2408,0.1982
1.0,0.8,6.0,4,0.28646666666666665,0.2376
0.0,1.0,6.0,4,0.1636,0.0826
0.2,1.0,6.0,4,0.17226666666666668,0.0952
0.4,1.0,6.0,4,0.19953333333333334,0.1328
0.6,1.0,6.0,4,0.22866666666666666,0.1764
0.8,1.0,6.0,4,0.2728,0.22773333333333334
1.0,1.0,6.0,4,0.3001333333333333,0.26126666666666665
0.0,0.0,6.5,4,0.026066666666666665,0.04713333333333333
0.2,0.0,6.5,4,0.03406666666666667,0.05513333333333333
0.4,0.0,6.5,4,0.05946666666666667,0.07893333333333333
0.6,0.0,6.5,4,0.11366666666666667,0.11786666666666666
0.8,0.0,6.5,4,0.16933333333333334,0.15
1.0,0.0,6.5,4,0.22413333333333332,0.18506666666666666
0.0,0.2,6.5,4,0.0282,0.04906666666666667
0.2,0.2,6.5,4,0.03573333333333333,0.05673333333333333
0.4,0.2,6.5,4,0.06553333333333333,0.08146666666666667
0.6,0.2,6.5,4,0.11506666666666666,0.1182
